history_id,donor_id,contact_type,contact_date,contact_outcome,campaign_id,staff_member,notes,valid_from,valid_to,is_current
40268,6269,Phone,2023-01-13,Successful,,James K,Phone contact - Successful,2023-01-13,,False
40269,6269,Direct Mail,2023-07-20,Delivered,106.0,James K,Direct Mail contact - Delivered,2023-07-20,,False
40270,6269,SMS,2023-05-01,Delivered,,Priya S,SMS contact - Delivered,2023-05-01,,False
40271,6269,SMS,2024-05-27,Successful,,Ahmed R,SMS contact - Successful,2024-05-27,,False
40272,6269,SMS,2023-07-07,Delivered,111.0,Priya S,SMS contact - Delivered,2023-07-07,,False
40273,6269,Phone,2024-06-30,Successful,,Priya S,Phone contact - Successful,2024-06-30,,False
40274,6269,Direct Mail,2023-04-19,Delivered,,Priya S,Direct Mail contact - Delivered,2023-04-19,,False
40275,6269,Direct Mail,2023-05-19,Delivered,,Priya S,Direct Mail contact - Delivered,2023-05-19,,False
40276,6269,Phone,2024-10-01,Successful,,James K,Phone contact - Successful,2024-10-01,,True
40277,3141,Email,2024-09-06,Delivered,129.0,Ahmed R,Email contact - Delivered,2024-09-06,,False
40278,3141,Email,2024-10-15,Delivered,,Priya S,Email contact - Delivered,2024-10-15,,False
40279,3141,Direct Mail,2024-02-01,Delivered,100.0,Emily L,Direct Mail contact - Delivered,2024-02-01,,False
40280,3141,Email,2024-03-07,Successful,,Priya S,Email contact - Successful,2024-03-07,,False
40281,3141,Direct Mail,2023-05-24,Delivered,,James K,Direct Mail contact - Delivered,2023-05-24,,False
40282,3141,Direct Mail,2024-01-28,Delivered,109.0,Emily L,Direct Mail contact - Delivered,2024-01-28,,False
40283,3141,Email,2024-08-05,Successful,,Emily L,Email contact - Successful,2024-08-05,,False
40284,3141,Direct Mail,2024-07-30,Delivered,119.0,Ahmed R,Direct Mail contact - Delivered,2024-07-30,,False
40285,3141,Email,2023-11-17,Delivered,134.0,Sarah M,Email contact - Delivered,2023-11-17,,False
40286,3141,Direct Mail,2024-11-27,Delivered,,Ahmed R,Direct Mail contact - Delivered,2024-11-27,,True
40287,1500,Phone,2024-03-29,No Answer,108.0,Sarah M,Phone contact - No Answer,2024-03-29,,False
40288,1500,Phone,2023-03-26,No Answer,127.0,Emily L,Phone contact - No Answer,2023-03-26,,False
40289,1500,Email,2023-03-16,Delivered,106.0,James K,Email contact - Delivered,2023-03-16,,False
40290,1500,Email,2023-03-13,Delivered,129.0,Priya S,Email contact - Delivered,2023-03-13,,False
40291,1500,Phone,2023-02-17,Successful,122.0,Ahmed R,Phone contact - Successful,2023-02-17,,False
40292,1500,Phone,2023-02-26,Opted Out,,Sarah M,Phone contact - Opted Out,2023-02-26,2023-07-03,False
40293,1500,SMS,2023-03-23,Delivered,111.0,Emily L,SMS contact - Delivered,2023-03-23,,False
40294,1500,Direct Mail,2024-04-24,Delivered,124.0,Priya S,Direct Mail contact - Delivered,2024-04-24,,False
40295,1500,SMS,2024-01-28,Delivered,104.0,Priya S,SMS contact - Delivered,2024-01-28,,False
40296,1500,Phone,2023-09-22,No Answer,113.0,Emily L,Phone contact - No Answer,2023-09-22,,False
40297,1500,Email,2023-10-12,Delivered,113.0,Sarah M,Email contact - Delivered,2023-10-12,,False
40298,1500,Email,2024-05-02,Delivered,118.0,Emily L,Email contact - Delivered,2024-05-02,,False
40299,1500,Phone,2023-01-25,Successful,,Priya S,Phone contact - Successful,2023-01-25,,False
40300,1500,SMS,2024-06-08,Bounced,123.0,Sarah M,SMS contact - Bounced,2024-06-08,,True
40301,6514,Phone,2024-10-27,No Answer,,Priya S,Phone contact - No Answer,2024-10-27,,False
40302,6514,Email,2023-05-18,Successful,116.0,James K,Email contact - Successful,2023-05-18,,False
40303,6514,Phone,2024-02-17,Successful,110.0,Ahmed R,Phone contact - Successful,2024-02-17,,False
40304,6514,SMS,2023-12-10,Opted Out,134.0,James K,SMS contact - Opted Out,2023-12-10,2024-03-05,False
40305,6514,Email,2023-07-11,Successful,112.0,Priya S,Email contact - Successful,2023-07-11,,True
40306,4132,SMS,2024-02-21,Delivered,119.0,Sarah M,SMS contact - Delivered,2024-02-21,,False
40307,4132,SMS,2024-11-20,Delivered,100.0,Ahmed R,SMS contact - Delivered,2024-11-20,,False
40308,4132,Phone,2023-06-27,Successful,123.0,Priya S,Phone contact - Successful,2023-06-27,,False
40309,4132,SMS,2024-07-23,Bounced,,Priya S,SMS contact - Bounced,2024-07-23,,False
40310,4132,Phone,2023-01-04,No Answer,119.0,Ahmed R,Phone contact - No Answer,2023-01-04,,False
40311,4132,SMS,2023-06-06,Delivered,120.0,Ahmed R,SMS contact - Delivered,2023-06-06,,False
40312,4132,SMS,2023-04-17,Opted Out,,Ahmed R,SMS contact - Opted Out,2023-04-17,2023-07-06,False
40313,4132,Email,2024-06-29,Successful,126.0,Ahmed R,Email contact - Successful,2024-06-29,,False
40314,4132,Direct Mail,2024-10-28,Delivered,105.0,Emily L,Direct Mail contact - Delivered,2024-10-28,,False
40315,4132,SMS,2023-06-12,Successful,129.0,Priya S,SMS contact - Successful,2023-06-12,,False
40316,4132,Direct Mail,2023-06-06,Delivered,,James K,Direct Mail contact - Delivered,2023-06-06,,False
40317,4132,Email,2023-06-18,Delivered,125.0,Priya S,Email contact - Delivered,2023-06-18,,False
40318,4132,Direct Mail,2023-09-28,Delivered,120.0,Emily L,Direct Mail contact - Delivered,2023-09-28,,False
40319,4132,SMS,2023-03-17,Successful,,Ahmed R,SMS contact - Successful,2023-03-17,,False
40320,4132,SMS,2023-03-25,Opted Out,105.0,Emily L,SMS contact - Opted Out,2023-03-25,,True
40321,3545,SMS,2024-04-30,Successful,,James K,SMS contact - Successful,2024-04-30,,False
40322,3545,Email,2023-05-25,Delivered,119.0,Sarah M,Email contact - Delivered,2023-05-25,,False
40323,3545,SMS,2023-01-08,Delivered,112.0,Sarah M,SMS contact - Delivered,2023-01-08,,False
40324,3545,Phone,2023-07-28,Successful,128.0,Emily L,Phone contact - Successful,2023-07-28,,False
40325,3545,Phone,2024-05-04,Successful,127.0,Sarah M,Phone contact - Successful,2024-05-04,,True
40326,1243,Email,2023-11-27,Delivered,106.0,Sarah M,Email contact - Delivered,2023-11-27,,False
40327,1243,Email,2024-01-14,Bounced,124.0,Ahmed R,Email contact - Bounced,2024-01-14,,False
40328,1243,Direct Mail,2024-05-09,Delivered,119.0,James K,Direct Mail contact - Delivered,2024-05-09,,False
40329,1243,SMS,2023-07-23,Delivered,102.0,Sarah M,SMS contact - Delivered,2023-07-23,,False
40330,1243,SMS,2023-02-26,Delivered,120.0,Ahmed R,SMS contact - Delivered,2023-02-26,,False
40331,1243,Phone,2023-11-22,No Answer,123.0,Ahmed R,Phone contact - No Answer,2023-11-22,,False
40332,1243,Email,2024-11-14,Bounced,121.0,Sarah M,Email contact - Bounced,2024-11-14,,False
40333,1243,Direct Mail,2023-07-01,Delivered,111.0,Sarah M,Direct Mail contact - Delivered,2023-07-01,,True
40334,4621,Direct Mail,2024-05-06,Delivered,131.0,Ahmed R,Direct Mail contact - Delivered,2024-05-06,,False
40335,4621,Direct Mail,2023-04-18,Delivered,129.0,Emily L,Direct Mail contact - Delivered,2023-04-18,,False
40336,4621,Email,2023-11-19,Successful,,Ahmed R,Email contact - Successful,2023-11-19,,False
40337,4621,Direct Mail,2023-11-23,Delivered,,Emily L,Direct Mail contact - Delivered,2023-11-23,,True
40338,5644,Phone,2023-08-23,Successful,116.0,Sarah M,Phone contact - Successful,2023-08-23,,False
40339,5644,SMS,2024-10-09,Bounced,131.0,James K,SMS contact - Bounced,2024-10-09,,False
40340,5644,Email,2024-11-23,Delivered,,Emily L,Email contact - Delivered,2024-11-23,,False
40341,5644,Email,2023-11-09,Successful,118.0,Ahmed R,Email contact - Successful,2023-11-09,,False
40342,5644,Phone,2024-06-19,Delivered,,Priya S,Phone contact - Delivered,2024-06-19,,False
40343,5644,Direct Mail,2024-01-20,Delivered,125.0,Ahmed R,Direct Mail contact - Delivered,2024-01-20,,False
40344,5644,Direct Mail,2024-07-04,Delivered,109.0,Sarah M,Direct Mail contact - Delivered,2024-07-04,,False
40345,5644,Email,2023-07-05,Delivered,119.0,James K,Email contact - Delivered,2023-07-05,,False
40346,5644,SMS,2023-06-29,Opted Out,120.0,Ahmed R,SMS contact - Opted Out,2023-06-29,2023-11-04,False
40347,5644,Phone,2023-09-09,Successful,,Ahmed R,Phone contact - Successful,2023-09-09,,False
40348,5644,Direct Mail,2024-07-28,Delivered,134.0,Ahmed R,Direct Mail contact - Delivered,2024-07-28,,False
40349,5644,Email,2024-07-24,Delivered,133.0,James K,Email contact - Delivered,2024-07-24,,True
40350,7474,Email,2024-01-10,Delivered,,Priya S,Email contact - Delivered,2024-01-10,,False
40351,7474,Email,2024-03-26,Delivered,130.0,Emily L,Email contact - Delivered,2024-03-26,,False
40352,7474,Direct Mail,2023-04-22,Delivered,101.0,Priya S,Direct Mail contact - Delivered,2023-04-22,,False
40353,7474,SMS,2024-01-28,Delivered,,James K,SMS contact - Delivered,2024-01-28,,True
40354,5951,Phone,2023-05-11,No Answer,130.0,James K,Phone contact - No Answer,2023-05-11,,False
40355,5951,Phone,2024-01-05,No Answer,,Ahmed R,Phone contact - No Answer,2024-01-05,,False
40356,5951,SMS,2024-05-07,Successful,110.0,James K,SMS contact - Successful,2024-05-07,,False
40357,5951,Email,2024-11-19,Delivered,,Ahmed R,Email contact - Delivered,2024-11-19,,False
40358,5951,Email,2023-09-18,Bounced,,Sarah M,Email contact - Bounced,2023-09-18,,False
40359,5951,Phone,2024-11-13,Successful,,Sarah M,Phone contact - Successful,2024-11-13,,False
40360,5951,Email,2023-07-24,Bounced,,Priya S,Email contact - Bounced,2023-07-24,,False
40361,5951,Phone,2023-10-14,Successful,105.0,Priya S,Phone contact - Successful,2023-10-14,,False
40362,5951,Email,2024-11-27,Delivered,,James K,Email contact - Delivered,2024-11-27,,False
40363,5951,SMS,2023-04-13,Delivered,,Sarah M,SMS contact - Delivered,2023-04-13,,False
40364,5951,Phone,2023-10-02,Delivered,101.0,Emily L,Phone contact - Delivered,2023-10-02,,True
40365,3529,Email,2024-01-03,Delivered,134.0,Ahmed R,Email contact - Delivered,2024-01-03,,False
40366,3529,Email,2024-09-02,Delivered,123.0,Ahmed R,Email contact - Delivered,2024-09-02,,False
40367,3529,Email,2024-02-01,Successful,,Ahmed R,Email contact - Successful,2024-02-01,,False
40368,3529,Phone,2023-11-25,No Answer,100.0,Sarah M,Phone contact - No Answer,2023-11-25,,False
40369,3529,Direct Mail,2024-11-07,Delivered,,Sarah M,Direct Mail contact - Delivered,2024-11-07,,False
40370,3529,SMS,2023-06-24,Delivered,128.0,Sarah M,SMS contact - Delivered,2023-06-24,,False
40371,3529,Email,2023-04-03,Delivered,124.0,Emily L,Email contact - Delivered,2023-04-03,,False
40372,3529,SMS,2023-02-28,Successful,,Priya S,SMS contact - Successful,2023-02-28,,False
40373,3529,Email,2024-11-24,Delivered,119.0,Emily L,Email contact - Delivered,2024-11-24,,False
40374,3529,Email,2023-09-14,Delivered,116.0,Ahmed R,Email contact - Delivered,2023-09-14,,False
40375,3529,Phone,2023-10-04,Delivered,120.0,James K,Phone contact - Delivered,2023-10-04,,True
40376,6285,Direct Mail,2024-06-29,Delivered,111.0,Sarah M,Direct Mail contact - Delivered,2024-06-29,,False
40377,6285,Phone,2023-01-08,Opted Out,,James K,Phone contact - Opted Out,2023-01-08,2023-06-15,False
40378,6285,Direct Mail,2024-07-07,Delivered,,James K,Direct Mail contact - Delivered,2024-07-07,,False
40379,6285,Phone,2023-01-24,Successful,127.0,Priya S,Phone contact - Successful,2023-01-24,,False
40380,6285,Email,2024-08-06,Delivered,104.0,Sarah M,Email contact - Delivered,2024-08-06,,False
40381,6285,Direct Mail,2023-01-27,Delivered,109.0,James K,Direct Mail contact - Delivered,2023-01-27,,False
40382,6285,Direct Mail,2024-10-31,Delivered,122.0,Sarah M,Direct Mail contact - Delivered,2024-10-31,,False
40383,6285,Phone,2024-01-05,Successful,121.0,James K,Phone contact - Successful,2024-01-05,,False
40384,6285,Direct Mail,2024-01-09,Delivered,105.0,Emily L,Direct Mail contact - Delivered,2024-01-09,,True
40385,5920,SMS,2024-05-15,Opted Out,113.0,James K,SMS contact - Opted Out,2024-05-15,2024-10-18,False
40386,5920,Phone,2024-05-21,Successful,114.0,Sarah M,Phone contact - Successful,2024-05-21,,False
40387,5920,Phone,2024-05-15,Successful,127.0,Ahmed R,Phone contact - Successful,2024-05-15,,False
40388,5920,SMS,2023-06-07,Delivered,,Ahmed R,SMS contact - Delivered,2023-06-07,,False
40389,5920,SMS,2023-02-19,Delivered,105.0,Sarah M,SMS contact - Delivered,2023-02-19,,False
40390,5920,Email,2023-04-29,Successful,107.0,James K,Email contact - Successful,2023-04-29,,False
40391,5920,Email,2024-07-17,Successful,,Emily L,Email contact - Successful,2024-07-17,,False
40392,5920,SMS,2024-02-15,Bounced,,Sarah M,SMS contact - Bounced,2024-02-15,,False
40393,5920,Direct Mail,2023-03-29,Delivered,,Priya S,Direct Mail contact - Delivered,2023-03-29,,True
40394,3845,SMS,2023-12-10,No Answer,111.0,Sarah M,SMS contact - No Answer,2023-12-10,,False
40395,3845,Direct Mail,2023-03-28,Delivered,,Ahmed R,Direct Mail contact - Delivered,2023-03-28,,False
40396,3845,SMS,2024-02-15,Delivered,,Emily L,SMS contact - Delivered,2024-02-15,,False
40397,3845,Email,2024-11-01,Delivered,,Ahmed R,Email contact - Delivered,2024-11-01,,False
40398,3845,Phone,2023-01-28,Delivered,101.0,Ahmed R,Phone contact - Delivered,2023-01-28,,False
40399,3845,Phone,2023-10-22,Delivered,101.0,Emily L,Phone contact - Delivered,2023-10-22,,False
40400,3845,Direct Mail,2024-11-01,Delivered,114.0,Ahmed R,Direct Mail contact - Delivered,2024-11-01,,False
40401,3845,Email,2023-08-26,Delivered,111.0,Sarah M,Email contact - Delivered,2023-08-26,,False
40402,3845,SMS,2024-06-26,Opted Out,,Ahmed R,SMS contact - Opted Out,2024-06-26,2024-10-24,False
40403,3845,Phone,2023-07-26,No Answer,,Ahmed R,Phone contact - No Answer,2023-07-26,,False
40404,3845,Direct Mail,2023-07-19,Delivered,,Ahmed R,Direct Mail contact - Delivered,2023-07-19,,False
40405,3845,Phone,2024-08-07,Delivered,118.0,Ahmed R,Phone contact - Delivered,2024-08-07,,False
40406,3845,Phone,2023-04-28,No Answer,,Ahmed R,Phone contact - No Answer,2023-04-28,,False
40407,3845,SMS,2023-05-03,Delivered,,Priya S,SMS contact - Delivered,2023-05-03,,False
40408,3845,Email,2023-06-14,Successful,103.0,Priya S,Email contact - Successful,2023-06-14,,True
40409,5985,Phone,2024-01-03,Successful,134.0,Sarah M,Phone contact - Successful,2024-01-03,,False
40410,5985,Email,2024-02-12,Delivered,123.0,Sarah M,Email contact - Delivered,2024-02-12,,False
40411,5985,Phone,2024-03-25,Successful,,Ahmed R,Phone contact - Successful,2024-03-25,,False
40412,5985,Phone,2023-04-07,No Answer,118.0,James K,Phone contact - No Answer,2023-04-07,,False
40413,5985,SMS,2024-02-09,Delivered,118.0,Emily L,SMS contact - Delivered,2024-02-09,,False
40414,5985,Email,2023-10-06,Delivered,,Sarah M,Email contact - Delivered,2023-10-06,,False
40415,5985,SMS,2023-12-27,Successful,,Priya S,SMS contact - Successful,2023-12-27,,False
40416,5985,Email,2023-02-21,Delivered,106.0,Priya S,Email contact - Delivered,2023-02-21,,False
40417,5985,Direct Mail,2023-03-26,Delivered,116.0,Sarah M,Direct Mail contact - Delivered,2023-03-26,,False
40418,5985,SMS,2023-03-02,Successful,,Priya S,SMS contact - Successful,2023-03-02,,False
40419,5985,SMS,2024-05-07,Delivered,,Emily L,SMS contact - Delivered,2024-05-07,,False
40420,5985,Phone,2023-01-19,No Answer,113.0,James K,Phone contact - No Answer,2023-01-19,,False
40421,5985,Direct Mail,2023-03-24,Delivered,,Priya S,Direct Mail contact - Delivered,2023-03-24,,False
40422,5985,Phone,2023-12-15,No Answer,114.0,Emily L,Phone contact - No Answer,2023-12-15,,True
40423,2773,Direct Mail,2023-06-23,Delivered,103.0,Sarah M,Direct Mail contact - Delivered,2023-06-23,,False
40424,2773,SMS,2023-05-26,Delivered,,Emily L,SMS contact - Delivered,2023-05-26,,False
40425,2773,Email,2023-07-20,Delivered,118.0,James K,Email contact - Delivered,2023-07-20,,False
40426,2773,Direct Mail,2024-11-15,Delivered,133.0,Sarah M,Direct Mail contact - Delivered,2024-11-15,,False
40427,2773,Email,2023-08-19,Delivered,132.0,Priya S,Email contact - Delivered,2023-08-19,,False
40428,2773,Direct Mail,2024-02-15,Delivered,,James K,Direct Mail contact - Delivered,2024-02-15,,False
40429,2773,Email,2023-01-30,Successful,,James K,Email contact - Successful,2023-01-30,,False
40430,2773,Email,2023-07-28,Bounced,,Ahmed R,Email contact - Bounced,2023-07-28,,False
40431,2773,SMS,2023-04-29,Delivered,111.0,Ahmed R,SMS contact - Delivered,2023-04-29,,False
40432,2773,Phone,2023-09-17,No Answer,129.0,Priya S,Phone contact - No Answer,2023-09-17,,False
40433,2773,SMS,2023-08-11,Opted Out,130.0,Sarah M,SMS contact - Opted Out,2023-08-11,2024-01-01,False
40434,2773,Email,2024-05-21,Bounced,130.0,Ahmed R,Email contact - Bounced,2024-05-21,,False
40435,2773,SMS,2023-09-29,No Answer,123.0,Priya S,SMS contact - No Answer,2023-09-29,,True
40436,3041,SMS,2023-01-01,Delivered,118.0,Emily L,SMS contact - Delivered,2023-01-01,,False
40437,3041,Direct Mail,2024-08-29,Delivered,101.0,James K,Direct Mail contact - Delivered,2024-08-29,,False
40438,3041,Email,2023-06-30,Delivered,120.0,James K,Email contact - Delivered,2023-06-30,,False
40439,3041,SMS,2023-01-01,Opted Out,106.0,Sarah M,SMS contact - Opted Out,2023-01-01,2023-03-16,False
40440,3041,Phone,2024-02-04,No Answer,107.0,James K,Phone contact - No Answer,2024-02-04,,False
40441,3041,Direct Mail,2024-04-12,Delivered,124.0,Sarah M,Direct Mail contact - Delivered,2024-04-12,,False
40442,3041,Email,2023-11-19,Delivered,,James K,Email contact - Delivered,2023-11-19,,True
40443,6364,Direct Mail,2023-01-15,Delivered,,Sarah M,Direct Mail contact - Delivered,2023-01-15,,False
40444,6364,Phone,2024-01-31,Successful,,Sarah M,Phone contact - Successful,2024-01-31,,False
40445,6364,Phone,2024-02-11,No Answer,132.0,Ahmed R,Phone contact - No Answer,2024-02-11,,False
40446,6364,SMS,2024-11-05,Delivered,117.0,James K,SMS contact - Delivered,2024-11-05,,False
40447,6364,Direct Mail,2024-10-25,Delivered,,Sarah M,Direct Mail contact - Delivered,2024-10-25,,False
40448,6364,Direct Mail,2024-05-15,Delivered,,Ahmed R,Direct Mail contact - Delivered,2024-05-15,,False
40449,6364,Direct Mail,2024-10-01,Delivered,,Priya S,Direct Mail contact - Delivered,2024-10-01,,False
40450,6364,Phone,2023-08-03,Successful,118.0,Ahmed R,Phone contact - Successful,2023-08-03,,False
40451,6364,Email,2024-10-21,Successful,,Emily L,Email contact - Successful,2024-10-21,,False
40452,6364,Direct Mail,2023-10-18,Delivered,123.0,Emily L,Direct Mail contact - Delivered,2023-10-18,,False
40453,6364,Phone,2023-04-24,No Answer,,James K,Phone contact - No Answer,2023-04-24,,False
40454,6364,Phone,2023-04-23,Successful,108.0,Emily L,Phone contact - Successful,2023-04-23,,True
40455,6241,Email,2023-02-27,Successful,,Emily L,Email contact - Successful,2023-02-27,,False
40456,6241,SMS,2024-02-16,Bounced,,Sarah M,SMS contact - Bounced,2024-02-16,,False
40457,6241,Phone,2024-03-20,No Answer,119.0,James K,Phone contact - No Answer,2024-03-20,,False
40458,6241,Phone,2024-03-02,Opted Out,112.0,Ahmed R,Phone contact - Opted Out,2024-03-02,2024-08-14,False
40459,6241,SMS,2023-07-08,Delivered,126.0,James K,SMS contact - Delivered,2023-07-08,,False
40460,6241,Email,2023-05-12,Delivered,110.0,Sarah M,Email contact - Delivered,2023-05-12,,False
